7
1, 3, 4
1, 3, 12
1, 3, 16
1, 3, 17
1, 2, 5
1, 5, 12
1, 5, 16
1, 5, 17
1, 2, 13
1, 4, 13
1, 2, 8, 14
1, 4, 8, 14
1, 2, 9, 15
1, 4, 9, 15
1, 2, 10, 14
1, 4, 10, 14
1, 2, 11, 15
1, 4, 11, 15
3, 4, 12
3, 4, 16
3, 4, 17
0, 3, 5, 8, 14
0, 3, 5, 9, 15
0, 3, 5, 10, 14
0, 3, 5, 11, 15
0, 3, 5, 13
8, 16
10, 16
9, 17
11, 17
